PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5301517,2017-11-01T00:00:00Z,7.2640,134.8040,,,30.31,0.5,311,15,-0.092,-0.036,011199171111
5301517,2017-11-01T00:00:00Z,7.2639,134.8035,30.29,0,,,,,,,011117999999
5301517,2017-11-01T01:00:00Z,7.2617,134.8007,30.82,0,,,,,,,011117999999
5301517,2017-11-01T02:00:00Z,7.2600,134.7987,30.8,0,,,,,,,011117999999
5301517,2017-11-01T03:00:00Z,7.2610,134.7980,,,30.58,0.5,311,15,-0.077,-0.057,011199171111
5301517,2017-11-01T03:00:00Z,7.2607,134.7990,31.23,0,,,,,,,011127999999
5301517,2017-11-01T04:00:00Z,7.2611,134.7948,30.31,0,,,,,,,011117999999
5301517,2017-11-01T05:00:00Z,7.2589,134.7921,30.37,0,,,,,,,011117999999
5301517,2017-11-01T06:00:00Z,7.2530,134.7890,,,30.43,0.5,311,15,-0.128,-0.134,011199171111
5301517,2017-11-01T07:00:00Z,7.2471,134.7846,30.29,0,,,,,,,011117999999
5301517,2017-11-01T09:00:00Z,7.2350,134.7730,,,30.23,0.5,311,15,-0.209,-0.242,011199171111
5301517,2017-11-01T09:00:00Z,7.2343,134.7718,30.24,0,,,,,,,011117999999
5301517,2017-11-01T10:00:00Z,7.2259,134.7634,30.18,0,,,,,,,011117999999
5301517,2017-11-01T11:00:00Z,7.2172,134.7553,30.12,0,,,,,,,011117999999
5301517,2017-11-01T12:00:00Z,7.2060,134.7480,,,30.12,0.5,311,15,-0.214,-0.304,011199171111
5301517,2017-11-01T12:00:00Z,7.2060,134.7482,30.1,0,,,,,,,011117999999
5301517,2017-11-01T13:00:00Z,7.1942,134.7428,30.11,0,,,,,,,011117999999
5301517,2017-11-01T14:00:00Z,7.1860,134.7370,30.07,0,,,,,,,011117999999
5301517,2017-11-01T15:00:00Z,7.1760,134.7310,,,30.03,0.5,311,15,-0.204,-0.293,011199171111
5301517,2017-11-01T15:00:00Z,7.1773,134.7311,30.05,0,,,,,,,011117999999
5301517,2017-11-01T16:00:00Z,7.1693,134.7260,29.99,0,,,,,,,011117999999
5301517,2017-11-01T17:00:00Z,7.1599,134.7169,29.94,0,,,,,,,011117999999
5301517,2017-11-01T18:00:00Z,7.1490,134.7080,,,29.96,0.5,311,15,-0.322,-0.314,011199171111
5301517,2017-11-01T18:01:00Z,7.1495,134.7084,29.94,0,,,,,,,011117999999
5301517,2017-11-01T19:00:00Z,7.1404,134.6968,29.93,0,,,,,,,011117999999
5301517,2017-11-01T20:00:00Z,7.1265,134.6823,29.92,0,,,,,,,011117999999
5301517,2017-11-01T21:00:00Z,7.1150,134.6680,,,30.03,0.5,311,15,-0.393,-0.36,011199171111
5301517,2017-11-01T21:00:00Z,7.1138,134.6675,29.91,0,,,,,,,011117999999
5301517,2017-11-01T22:00:00Z,7.1015,134.6525,29.91,0,,,,,,,011117999999
5301517,2017-11-01T23:00:00Z,7.0897,134.6395,29.94,0,,,,,,,011117999999
5301517,2017-11-02T00:00:00Z,7.0790,134.6310,,,30.59,0.5,311,15,-0.296,-0.309,011199171111
5301517,2017-11-02T00:00:00Z,7.0788,134.6311,30.49,0,,,,,,,011117999999
5301517,2017-11-02T01:01:00Z,7.0696,134.6232,30.79,0,,,,,,,011117999999
5301517,2017-11-02T02:00:00Z,7.0634,134.6170,31.45,0,,,,,,,011127999999
5301517,2017-11-02T03:00:00Z,7.0550,134.6100,,,31.05,0.5,311,15,-0.25,-0.216,011199171111
5301517,2017-11-02T03:00:00Z,7.0564,134.6112,31.67,0,,,,,,,011127999999
5301517,2017-11-02T04:00:00Z,7.0493,134.6036,31.63,0,,,,,,,011127999999
5301517,2017-11-02T05:00:00Z,7.0443,134.5947,31.11,0,,,,,,,011117999999
5301517,2017-11-02T06:00:00Z,7.0370,134.5820,,,30.82,0.5,311,15,-0.383,-0.211,011199171111
5301517,2017-11-02T06:00:00Z,7.0374,134.5817,30.55,0,,,,,,,011117999999
5301517,2017-11-02T07:00:00Z,7.0311,134.5657,30.43,0,,,,,,,011117999999
5301517,2017-11-02T08:00:00Z,7.0234,134.5494,30.39,0,,,,,,,011117999999
5301517,2017-11-02T09:00:00Z,7.0140,134.5350,,,30.38,0.5,311,15,-0.434,-0.288,011199171111
5301517,2017-11-02T09:00:00Z,7.0130,134.5336,30.3,0,,,,,,,011117999999
5301517,2017-11-02T10:01:00Z,7.0023,134.5192,30.26,0,,,,,,,011117999999
5301517,2017-11-02T11:00:00Z,6.9922,134.5078,30.2,0,,,,,,,011117999999
5301517,2017-11-02T12:00:00Z,6.9810,134.4970,,,30.16,0.5,311,15,-0.306,-0.319,011199171111
5301517,2017-11-02T12:00:00Z,6.9814,134.4964,30.14,0,,,,,,,011117999999
5301517,2017-11-02T13:00:00Z,6.9718,134.4891,30.1,0,,,,,,,011117999999
5301517,2017-11-02T14:01:00Z,6.9635,134.4841,30.05,0,,,,,,,011117999999
5301517,2017-11-02T15:00:00Z,6.9520,134.4750,,,30.04,0.5,311,15,-0.296,-0.334,011199171111
5301517,2017-11-02T15:00:00Z,6.9533,134.4761,30.02,0,,,,,,,011117999999
5301517,2017-11-02T17:00:00Z,6.9295,134.4532,29.97,0,,,,,,,011117999999
5301517,2017-11-02T18:00:00Z,6.9160,134.4390,,,29.98,0.5,311,15,-0.434,-0.422,011199171111
5301517,2017-11-02T18:00:00Z,6.9162,134.4385,29.99,0,,,,,,,011117999999
5301517,2017-11-02T19:00:00Z,6.9006,134.4219,29.98,0,,,,,,,011117999999
5301517,2017-11-02T20:00:00Z,6.8844,134.4037,29.95,0,,,,,,,011117999999
5301517,2017-11-02T21:00:00Z,6.8700,134.3900,,,29.98,0.5,311,15,-0.378,-0.427,011199171111
5301517,2017-11-02T21:00:00Z,6.8692,134.3889,29.94,0,,,,,,,011117999999
5301517,2017-11-02T22:00:00Z,6.8569,134.3794,29.95,0,,,,,,,011117999999
5301517,2017-11-02T23:00:00Z,6.8446,134.3729,29.95,0,,,,,,,011117999999
5301517,2017-11-03T00:00:00Z,6.8330,134.3650,,,30.11,0.5,311,15,-0.358,-0.376,011199171111
5301517,2017-11-03T00:00:00Z,6.8325,134.3659,29.99,0,,,,,,,011117999999
5301517,2017-11-03T01:00:00Z,6.8214,134.3549,30.24,0,,,,,,,011117999999
5301517,2017-11-03T02:00:00Z,6.8103,134.3388,30.33,0,,,,,,,011117999999
