PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2201517,2017-11-01T00:00:00Z,29.4250,148.1880,,,26.83,0.5,311,15,0.184,0.298,011199171111
2201517,2017-11-01T00:00:00Z,29.4248,148.1882,26.83,0,,,,,,,011117999999
2201517,2017-11-01T00:30:00Z,29.4316,148.1918,26.81,0,,,,,,,011117999999
2201517,2017-11-01T01:00:00Z,29.4384,148.1962,26.83,0,,,,,,,011117999999
2201517,2017-11-01T03:00:00Z,29.4550,148.2180,,,26.83,0.5,311,15,0.3,0.242,011199171111
2201517,2017-11-01T04:32:00Z,29.4654,148.2374,26.85,0,,,,,,,011117999999
2201517,2017-11-01T05:00:00Z,29.4682,148.2428,26.82,0,,,,,,,011117999999
2201517,2017-11-01T05:30:00Z,29.4704,148.2484,26.83,0,,,,,,,011117999999
2201517,2017-11-01T06:00:00Z,29.4720,148.2550,,,26.82,0.5,311,15,0.322,0.118,011199171111
2201517,2017-11-01T06:00:00Z,29.4720,148.2546,26.82,0,,,,,,,011117999999
2201517,2017-11-01T07:00:00Z,29.4756,148.2660,26.81,0,,,,,,,011117999999
2201517,2017-11-01T07:30:00Z,29.4758,148.2726,26.82,0,,,,,,,011117999999
2201517,2017-11-01T08:00:00Z,29.4774,148.2788,26.8,0,,,,,,,011117999999
2201517,2017-11-01T08:30:00Z,29.4786,148.2842,26.81,0,,,,,,,011117999999
2201517,2017-11-01T09:00:00Z,29.4780,148.2900,,,26.8,0.5,311,15,0.291,0.046,011199171111
2201517,2017-11-01T09:00:00Z,29.4780,148.2908,26.79,0,,,,,,,011117999999
2201517,2017-11-01T09:30:00Z,29.4782,148.2970,26.79,0,,,,,,,011117999999
2201517,2017-11-01T10:00:00Z,29.4780,148.3028,26.76,0,,,,,,,011117999999
2201517,2017-11-01T11:02:00Z,29.4804,148.3132,26.79,0,,,,,,,011117999999
2201517,2017-11-01T11:30:00Z,29.4806,148.3166,26.8,0,,,,,,,011117999999
2201517,2017-11-01T12:00:00Z,29.4810,148.3200,,,26.78,0.5,311,15,0.224,0.005,011199171111
2201517,2017-11-01T12:00:00Z,29.4810,148.3202,26.79,0,,,,,,,011117999999
2201517,2017-11-01T12:30:00Z,29.4818,148.3228,26.8,0,,,,,,,011117999999
2201517,2017-11-01T13:00:00Z,29.4800,148.3274,26.77,0,,,,,,,011117999999
2201517,2017-11-01T14:04:00Z,29.4794,148.3366,26.76,0,,,,,,,011117999999
2201517,2017-11-01T14:30:00Z,29.4796,148.3384,26.77,0,,,,,,,011117999999
2201517,2017-11-01T15:00:00Z,29.4790,148.3400,,,26.76,0.5,311,15,0.125,0.021,011199171111
2201517,2017-11-01T15:30:00Z,29.4788,148.3414,26.75,0,,,,,,,011117999999
2201517,2017-11-01T16:00:00Z,29.4794,148.3426,26.77,0,,,,,,,011117999999
2201517,2017-11-01T17:30:00Z,29.4822,148.3462,26.77,0,,,,,,,011117999999
2201517,2017-11-01T18:00:00Z,29.4850,148.3480,,,26.75,0.5,311,15,0.045,0.129,011199171111
2201517,2017-11-01T18:01:00Z,29.4846,148.3478,26.73,0,,,,,,,011117999999
2201517,2017-11-01T18:30:00Z,29.4884,148.3486,26.75,0,,,,,,,011117999999
2201517,2017-11-01T19:00:00Z,29.4916,148.3492,26.76,0,,,,,,,011117999999
2201517,2017-11-01T19:30:00Z,29.4946,148.3494,26.74,0,,,,,,,011117999999
2201517,2017-11-01T20:00:00Z,29.4980,148.3498,26.74,0,,,,,,,011117999999
