PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
3200905,90318,2017-11-01T00:00:00Z,12.4610,144.0760,,,29.56,0.5,211,15,-0.417,-0.062,0011199171111
3200905,90318,2017-11-01T00:00:00Z,12.4606,144.0715,29.52,0,,,,,,,0011117999999
3200905,90318,2017-11-01T01:00:00Z,12.4606,144.0715,29.51,0,,,,,,,0011117999999
3200905,90318,2017-11-01T02:00:00Z,12.4606,144.0715,29.5,0,,,,,,,0011117999999
3200905,90318,2017-11-01T03:00:00Z,12.4540,144.0380,,,29.52,0.5,211,15,-0.352,-0.082,0011199171111
3200905,90318,2017-11-01T03:00:00Z,12.4469,144.0145,29.46,0,,,,,,,0014417999999
3200905,90318,2017-11-01T04:00:00Z,12.4469,144.0145,29.46,0,,,,,,,0011117999999
3200905,90318,2017-11-01T05:00:00Z,12.4469,144.0145,29.47,0,,,,,,,0011117999999
3200905,90318,2017-11-01T06:00:00Z,12.4450,144.0060,,,29.48,0.5,211,15,-0.397,-0.015,0011199171111
3200905,90318,2017-11-01T06:00:00Z,12.4469,144.0145,29.47,0,,,,,,,0011117999999
3200905,90318,2017-11-01T07:00:00Z,12.4469,144.0145,29.48,0,,,,,,,0011117999999
3200905,90318,2017-11-01T08:00:00Z,12.4419,143.9798,29.46,0,,,,,,,0011117999999
3200905,90318,2017-11-01T09:00:00Z,12.4510,143.9590,,,29.45,0.5,211,15,-0.407,0.108,0011199171111
3200905,90318,2017-11-01T09:00:00Z,12.4493,143.9595,29.31,0,,,,,,,0011117999999
3200905,90318,2017-11-01T10:00:00Z,12.4574,143.9524,29.28,0,,,,,,,0011117999999
3200905,90318,2017-11-01T11:00:00Z,12.4624,143.9371,29.26,0,,,,,,,0011117999999
3200905,90318,2017-11-01T12:00:00Z,12.4660,143.9250,,,29.36,0.5,211,15,-0.447,0.159,0011199171111
3200905,90318,2017-11-01T12:00:00Z,12.4624,143.9371,29.25,0,,,,,,,0011117999999
3200905,90318,2017-11-01T13:00:00Z,12.4624,143.9371,29.25,0,,,,,,,0011117999999
3200905,90318,2017-11-01T14:00:00Z,12.4624,143.9371,29.31,0,,,,,,,0011117999999
3200905,90318,2017-11-01T15:00:00Z,12.4820,143.8700,,,29.3,0.5,211,15,-0.522,0.149,0011199171111
3200905,90318,2017-11-01T15:00:00Z,12.4948,143.8204,29.34,0,,,,,,,0014417999999
3200905,90318,2017-11-01T16:00:00Z,12.4948,143.8204,29.37,0,,,,,,,0011117999999
3200905,90318,2017-11-01T17:00:00Z,12.4948,143.8204,29.37,0,,,,,,,0011117999999
3200905,90318,2017-11-01T18:00:00Z,12.4950,143.8210,,,29.33,0.5,211,15,-0.467,0.077,0011199171111
3200905,90318,2017-11-01T18:00:00Z,12.4624,143.9371,29.4,0,,,,,,,0014417999999
3200905,90318,2017-11-01T19:00:00Z,12.4948,143.8204,29.38,0,,,,,,,0014417999999
3200905,90318,2017-11-01T20:00:00Z,12.4915,143.8095,29.39,0,,,,,,,0011117999999
3200905,90318,2017-11-01T21:00:00Z,12.4970,143.7770,,,29.37,0.5,211,15,-0.347,0.031,0011199171111
3200905,90318,2017-11-01T21:00:00Z,12.4992,143.7833,29.37,0,,,,,,,0011117999999
3200905,90318,2017-11-01T22:00:00Z,12.4858,143.7503,29.42,0,,,,,,,0011117999999
3200905,90318,2017-11-01T23:00:00Z,12.4979,143.7682,29.38,0,,,,,,,0011117999999
3200905,90318,2017-11-02T00:00:00Z,12.5010,143.7520,,,29.4,0.5,211,15,-0.387,0.082,0011199171111
3200905,90318,2017-11-02T00:00:00Z,12.5001,143.7561,29.41,0,,,,,,,0011117999999
3200905,90318,2017-11-02T01:00:00Z,12.5001,143.7561,29.49,0,,,,,,,0011117999999
3200905,90318,2017-11-02T02:00:00Z,12.5001,143.7561,29.55,0,,,,,,,0011117999999
3200905,90318,2017-11-02T03:00:00Z,12.5130,143.7000,,,29.46,0.5,211,15,-0.537,0.18,0011199171111
3200905,90318,2017-11-02T03:00:00Z,12.5259,143.6535,29.6,0,,,,,,,0014417999999
3200905,90318,2017-11-02T04:00:00Z,12.5259,143.6535,29.62,0,,,,,,,0011117999999
3200905,90318,2017-11-02T05:00:00Z,12.5259,143.6535,29.64,0,,,,,,,0011117999999
3200905,90318,2017-11-02T06:00:00Z,12.5360,143.6450,,,29.56,0.5,211,15,-0.618,0.355,0011199171111
3200905,90318,2017-11-02T06:00:00Z,12.5259,143.6535,29.62,0,,,,,,,0011117999999
3200905,90318,2017-11-02T07:00:00Z,12.5512,143.6322,29.59,0,,,,,,,0011117999999
3200905,90318,2017-11-02T08:00:00Z,12.5642,143.5974,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T09:00:00Z,12.5820,143.5770,,,29.6,0.5,211,15,-0.487,0.427,0011199171111
3200905,90318,2017-11-02T09:00:00Z,12.5872,143.5727,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T10:00:00Z,12.5978,143.5670,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T11:00:00Z,12.6059,143.5579,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T12:00:00Z,12.6190,143.5480,,,29.58,0.5,211,15,-0.422,0.324,0011199171111
3200905,90318,2017-11-02T12:00:00Z,12.6196,143.5615,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T13:00:00Z,12.6182,143.5250,29.57,0,,,,,,,0011117999999
3200905,90318,2017-11-02T14:00:00Z,12.6182,143.5250,29.56,0,,,,,,,0011117999999
3200905,90318,2017-11-02T15:00:00Z,12.6450,143.4930,,,29.57,0.5,211,15,-0.341,0.319,0011199171111
