PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100523,116436,2016-02-20T15:00:00Z,15.8460,164.9630,,0,-12.2,-5.7,-0.28,-0.13,25.98,0.5,312,15,-0.599,-0.252,00111971111171111
5100523,116436,2016-02-20T16:45:00Z,15.8428,164.9563,25.96,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-20T17:00:00Z,15.8206,164.9317,25.96,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-20T17:15:00Z,15.8209,164.9204,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T17:30:00Z,15.8209,164.9204,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T18:00:00Z,15.8100,164.8970,,0,-12,-4.8,-0.28,-0.11,25.96,0.5,312,15,-0.668,-0.432,00111971111171111
5100523,116436,2016-02-20T18:15:00Z,15.7980,164.8736,25.96,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-20T18:30:00Z,15.7980,164.8736,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T19:00:00Z,15.7980,164.8736,25.93,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T20:00:00Z,15.7864,164.8678,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T20:15:00Z,15.7864,164.8678,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T21:00:00Z,15.7620,164.8280,,0,-12,-5,-0.28,-0.12,25.97,0.5,312,15,-0.654,-0.545,00111971111171111
5100523,116436,2016-02-20T21:30:00Z,15.7707,164.8460,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T21:45:00Z,15.7707,164.8460,25.96,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T22:30:00Z,15.7513,164.8105,25.99,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-20T23:15:00Z,15.7513,164.8105,25.99,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-20T23:30:00Z,15.7126,164.7798,25.99,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T00:00:00Z,15.7040,164.7650,,0,-12.2,-5.5,-0.3,-0.13,26.01,0.5,312,15,-0.798,-0.54,00111971111171111
5100523,116436,2016-02-21T02:15:00Z,15.6628,164.6859,26.06,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T02:30:00Z,15.6628,164.6859,26.03,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T03:00:00Z,15.6570,164.6670,,0,-12.4,-6.3,-0.31,-0.16,26.05,0.5,312,15,-0.931,-0.453,00111971111171111
5100523,116436,2016-02-21T04:00:00Z,15.6459,164.6326,26.06,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T04:15:00Z,15.6459,164.6326,26.06,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T05:30:00Z,15.6169,164.5824,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T05:45:00Z,15.6459,164.6326,26.1,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T06:00:00Z,15.6160,164.5770,,0,-13.4,-5.6,-0.32,-0.14,26.09,0.5,312,15,-0.827,-0.293,00111971111171111
5100523,116436,2016-02-21T07:15:00Z,15.6113,164.5437,26.1,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T07:30:00Z,15.6111,164.5460,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T08:45:00Z,15.6122,164.5372,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T09:00:00Z,15.6000,164.5000,,0,-12.8,-4,-0.31,-0.1,26.1,0.5,312,15,-0.778,-0.103,00111971111171111
5100523,116436,2016-02-21T09:30:00Z,15.5964,164.4758,26.1,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T09:45:00Z,15.5964,164.4758,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T10:30:00Z,15.5959,164.4764,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T11:15:00Z,15.5990,164.4496,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T12:00:00Z,15.5960,164.4200,,0,-11.9,-4.2,-0.28,-0.08,26.09,0.5,312,15,-0.748,-0.093,00111971111171111
5100523,116436,2016-02-21T15:00:00Z,15.5820,164.3490,,0,-12.3,-4.4,-0.27,-0.1,26.1,0.5,312,15,-0.724,-0.252,00111971111171111
5100523,116436,2016-02-21T16:30:00Z,15.5806,164.3457,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T16:45:00Z,15.5806,164.3457,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T18:00:00Z,15.5470,164.2740,,0,-11.9,-4.6,-0.25,-0.09,26.11,0.5,312,15,-0.758,-0.278,00111971111171111
5100523,116436,2016-02-21T18:15:00Z,15.5444,164.2676,26.13,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T18:30:00Z,15.5397,164.2616,26.13,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T19:30:00Z,15.5397,164.2616,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T19:45:00Z,15.5329,164.2305,26.1,0,,,,,,,,,,,00144179999999999
5100523,116436,2016-02-21T20:00:00Z,15.5329,164.2305,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T20:15:00Z,15.5283,164.2221,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T21:00:00Z,15.5280,164.1960,,0,-11.9,-3.6,-0.25,-0.08,26.09,0.5,312,15,-0.724,-0.195,00111971111171111
5100523,116436,2016-02-21T21:15:00Z,15.5282,164.1870,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T21:30:00Z,15.5282,164.1870,26.1,0,,,,,,,,,,,00111179999999999
5100523,116436,2016-02-21T22:00:00Z,15.5282,164.1870,26.06,0,,,,,,,,,,,00111179999999999
