PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200841,127084,2015-11-01T00:00:00Z,28.1110,140.1740,0,-1.4,1.1,0,0,0.5,313,15,-0.272,0.123,001117111171111
5200841,127084,2015-11-01T01:00:00Z,28.1191,140.1636,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T02:00:00Z,28.1191,140.1636,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T03:00:00Z,28.1310,140.1600,0,-2.2,1.4,-0.01,0,0.5,313,15,-0.005,0.015,001117111171111
5200841,127084,2015-11-01T04:00:00Z,28.1316,140.1595,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T05:00:00Z,28.1204,140.1765,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T06:00:00Z,28.1140,140.1730,0,-3.2,1.8,-0.02,0.01,0.5,313,15,-0.132,-0.319,001117111171111
5200841,127084,2015-11-01T07:00:00Z,28.1028,140.1647,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T09:00:00Z,28.0690,140.1310,0,-4.9,2.5,-0.04,0.02,0.5,313,15,-0.518,-0.468,001117111171111
5200841,127084,2015-11-01T10:00:00Z,28.0565,140.1171,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T11:00:00Z,28.0343,140.0771,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T12:00:00Z,28.0230,140.0590,0,-5.7,3.2,-0.05,0.03,0.5,313,15,-0.604,-0.288,001117111171111
5200841,127084,2015-11-01T13:00:00Z,28.0182,140.0438,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T14:00:00Z,28.0182,140.0438,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T15:00:00Z,28.0130,139.9980,0,-5.4,3.8,-0.05,0.04,0.5,313,15,-0.495,0.046,001117111171111
5200841,127084,2015-11-01T16:00:00Z,28.0147,139.9775,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T17:00:00Z,28.0310,139.9519,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T18:00:00Z,28.0320,139.9500,0,-3.9,6.3,-0.05,0.06,0.5,313,15,-0.368,0.062,001117111171111
5200841,127084,2015-11-01T19:00:00Z,28.0310,139.9519,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T20:00:00Z,28.0339,139.9363,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-01T21:00:00Z,28.0250,139.9170,0,-4,6.6,-0.04,0.07,0.5,313,15,-0.409,-0.067,001117111171111
5200841,127084,2015-11-01T23:00:00Z,28.0206,139.9115,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-02T00:00:00Z,28.0190,139.8600,0,-3.4,6.7,-0.03,0.07,0.5,313,15,-0.477,-0.01,001117111171111
5200841,127084,2015-11-02T01:00:00Z,28.0213,139.8395,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-02T02:00:00Z,28.0213,139.8395,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-02T03:00:00Z,28.0230,139.8120,0,-0.3,5.7,0,0.04,0.5,313,15,-0.263,0.062,001117111171111
5200841,127084,2015-11-02T04:00:00Z,28.0238,139.8082,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-02T05:00:00Z,28.0308,139.8040,0,,,,,,,,,,001117999999999
5200841,127084,2015-11-02T06:00:00Z,28.0310,139.8020,0,4.8,2.4,0.02,0.02,0.5,313,15,-0.055,-0.046,001117111171111
5200841,127084,2015-11-02T07:00:00Z,28.0297,139.8020,0,,,,,,,,,,001117999999999
