PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100678,114780,2016-01-06T19:00:00Z,12.9745,164.9853,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-06T20:00:00Z,12.9718,164.9760,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-06T21:00:00Z,12.9660,164.9530,0,-8.3,-4.7,-0.11,-0.06,0.5,312,15,-0.461,-0.232,001117111171111
5100678,114780,2016-01-06T22:00:00Z,12.9430,164.9397,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-06T23:00:00Z,12.9380,164.9284,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T00:00:00Z,12.9310,164.9110,0,-8.2,-2.7,-0.11,-0.04,0.5,312,15,-0.501,-0.278,001117111171111
5100678,114780,2016-01-07T01:00:00Z,12.9150,164.8588,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T02:00:00Z,12.9150,164.8588,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T03:00:00Z,12.9120,164.8530,0,-7.4,-1.5,-0.09,-0.02,0.5,312,15,-0.597,-0.154,001117111171111
5100678,114780,2016-01-07T04:00:00Z,12.9006,164.8296,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T05:00:00Z,12.9006,164.8296,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T06:00:00Z,12.9010,164.7920,0,-6.9,-2.4,-0.08,-0.02,0.5,312,15,-0.602,-0.051,001117111171111
5100678,114780,2016-01-07T07:00:00Z,12.9010,164.7915,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T08:00:00Z,12.9062,164.7593,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T09:00:00Z,12.9020,164.7330,0,-7.8,-0.9,-0.08,0,0.5,312,15,-0.562,-0.01,001117111171111
5100678,114780,2016-01-07T10:00:00Z,12.8982,164.7078,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T12:00:00Z,12.8990,164.6800,0,-6.7,0.7,-0.08,0,0.5,312,15,-0.506,0.005,001117111171111
5100678,114780,2016-01-07T13:00:00Z,12.9031,164.6258,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T14:00:00Z,12.9031,164.6258,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T15:00:00Z,12.9030,164.6320,0,-5.7,-0.3,-0.06,0,0.5,312,15,-0.522,-0.005,001117111171111
5100678,114780,2016-01-07T16:00:00Z,12.9031,164.6258,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T17:00:00Z,12.8974,164.5968,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T18:00:00Z,12.8980,164.5760,0,-8,-1.4,-0.07,-0.01,0.5,312,15,-0.547,-0.031,001117111171111
5100678,114780,2016-01-07T19:00:00Z,12.8974,164.5968,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T20:00:00Z,12.8974,164.5968,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-07T21:00:00Z,12.8970,164.5230,0,-8,-1.8,-0.1,-0.02,0.5,312,15,-0.552,-0.046,001117111171111
5100678,114780,2016-01-07T22:00:00Z,12.8940,164.4903,0,,,,,,,,,,001447999999999
5100678,114780,2016-01-07T23:00:00Z,12.8940,164.4903,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T00:00:00Z,12.8890,164.4660,0,-8.1,-5.4,-0.12,-0.06,0.5,312,15,-0.582,-0.103,001117111171111
5100678,114780,2016-01-08T01:00:00Z,12.8786,164.4178,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T02:00:00Z,12.8786,164.4178,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T03:00:00Z,12.8770,164.4070,0,-8,-5.3,-0.12,-0.08,0.5,312,15,-0.572,-0.139,001117111171111
5100678,114780,2016-01-08T04:00:00Z,12.8740,164.3875,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T05:00:00Z,12.8688,164.3586,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T06:00:00Z,12.8620,164.3520,0,-7.8,-6.1,-0.12,-0.09,0.5,312,15,-0.502,-0.201,001117111171111
5100678,114780,2016-01-08T07:00:00Z,12.8423,164.3350,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T08:00:00Z,12.8423,164.3350,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T09:00:00Z,12.8380,164.3070,0,-7.9,-6,-0.13,-0.09,0.5,312,15,-0.426,-0.139,001117111171111
5100678,114780,2016-01-08T10:00:00Z,12.8381,164.2945,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T11:00:00Z,12.8381,164.2945,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T12:00:00Z,12.8350,164.2670,0,-8.4,-5.4,-0.14,-0.08,0.5,312,15,-0.396,-0.026,001117111171111
5100678,114780,2016-01-08T13:00:00Z,12.8346,164.2735,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T14:00:00Z,12.8332,164.2283,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T15:00:00Z,12.8330,164.2280,0,-8.2,-4.9,-0.14,-0.08,0.5,312,15,-0.396,-0.165,001117111171111
5100678,114780,2016-01-08T16:00:00Z,12.8259,164.2097,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T17:00:00Z,12.8259,164.2097,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T18:00:00Z,12.8030,164.1880,0,-8.8,-5.1,-0.15,-0.09,0.5,312,15,-0.477,-0.365,001117111171111
5100678,114780,2016-01-08T19:00:00Z,12.7983,164.1832,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T20:00:00Z,12.7738,164.1520,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T21:00:00Z,12.7620,164.1330,0,-8.6,-5.3,-0.15,-0.09,0.5,312,15,-0.552,-0.334,001117111171111
5100678,114780,2016-01-08T22:00:00Z,12.7738,164.1520,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-08T23:00:00Z,12.7738,164.1520,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T00:00:00Z,12.7380,164.0780,0,-8.2,-5,-0.13,-0.08,0.5,312,15,-0.582,-0.18,001117111171111
5100678,114780,2016-01-09T01:00:00Z,12.7275,164.0348,0,,,,,,,,,,001447999999999
5100678,114780,2016-01-09T02:00:00Z,12.7275,164.0348,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T03:00:00Z,12.7270,164.0170,0,-7.6,-4.8,-0.11,-0.07,0.5,312,15,-0.582,-0.093,001117111171111
5100678,114780,2016-01-09T04:00:00Z,12.7269,164.0004,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T05:00:00Z,12.7218,163.9665,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T06:00:00Z,12.7200,163.9620,0,-7.9,-4.8,-0.11,-0.08,0.5,312,15,-0.537,-0.123,001117111171111
5100678,114780,2016-01-09T07:00:00Z,12.7122,163.9472,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T08:00:00Z,12.7081,163.9366,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T09:00:00Z,12.7030,163.9100,0,-7.5,-5.7,-0.11,-0.08,0.5,312,15,-0.497,-0.17,001117111171111
5100678,114780,2016-01-09T10:00:00Z,12.7014,163.9010,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T11:00:00Z,12.6896,163.8735,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T12:00:00Z,12.6870,163.8630,0,-6.9,-4.8,-0.12,-0.08,0.5,312,15,-0.452,-0.149,001117111171111
5100678,114780,2016-01-09T13:00:00Z,12.6896,163.8735,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T14:00:00Z,12.6747,163.8213,0,,,,,,,,,,001447999999999
5100678,114780,2016-01-09T15:00:00Z,12.6740,163.8200,0,-8.5,-4.4,-0.1,-0.06,0.5,312,15,-0.437,-0.149,001117111171111
5100678,114780,2016-01-09T16:00:00Z,12.6605,163.7979,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T17:00:00Z,12.6605,163.7979,0,,,,,,,,,,001117999999999
5100678,114780,2016-01-09T18:00:00Z,12.6580,163.7760,0,-5.5,-3.6,-0.08,-0.06,0.5,312,15,-0.482,-0.103,001117111171111
5100678,114780,2016-01-09T19:00:00Z,12.6605,163.7979,0,,,,,,,,,,001117999999999
