PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
3200643,133228,2015-11-22T17:31:00Z,10.6500,162.5307,28.76,0,0011117
3200643,133228,2015-11-22T19:21:00Z,10.6500,162.5307,28.76,0,0011117
3200643,133228,2015-11-22T19:39:00Z,10.6500,162.5307,28.72,0,0011117
3200643,133228,2015-11-22T21:58:00Z,10.6608,162.5266,28.76,0,0011117
3200643,133228,2015-11-22T22:04:00Z,10.6628,162.5216,28.76,0,0014417
3200643,133228,2015-11-22T22:56:00Z,10.6628,162.5216,28.76,0,0011117
3200643,133228,2015-11-22T23:35:00Z,10.6628,162.5216,28.8,0,0011117
3200643,133228,2015-11-22T23:43:00Z,10.6632,162.5263,28.8,0,0011117
3200643,133228,2015-11-23T02:36:00Z,10.6643,162.5274,28.88,0,0011117
3200643,133228,2015-11-23T06:22:00Z,10.6643,162.5274,28.88,0,0011117
3200643,133228,2015-11-23T06:24:00Z,10.6643,162.5274,28.88,0,0011117
3200643,133228,2015-11-23T06:28:00Z,10.6643,162.5274,28.88,0,0011117
3200643,133228,2015-11-23T07:56:00Z,10.6643,162.5274,28.84,0,0011117
3200643,133228,2015-11-23T07:59:00Z,10.6643,162.5274,28.84,0,0011117
3200643,133228,2015-11-23T08:06:00Z,10.6643,162.5274,28.84,0,0011117
3200643,133228,2015-12-13T10:33:00Z,11.6768,156.8017,28.36,0,0011117
3200643,133228,2015-12-14T03:53:00Z,11.6768,156.8017,28.44,0,0011117
3200643,133228,2015-12-14T19:41:00Z,11.6768,156.8017,28.36,0,0011117
3200643,133228,2015-12-14T19:49:00Z,11.8759,156.2938,28.36,0,0014417
3200643,133228,2015-12-14T19:53:00Z,11.6768,156.8017,28.36,0,0014417
3200643,133228,2015-12-14T19:56:00Z,11.8763,156.2947,28.36,0,0014417
3200643,133228,2015-12-14T20:04:00Z,11.8759,156.2938,28.36,0,0011117
3200643,133228,2015-12-14T20:13:00Z,11.8751,156.2925,28.36,0,0011117
3200643,133228,2015-12-14T22:42:00Z,11.8754,156.2921,28.36,0,0011117
3200643,133228,2015-12-14T22:47:00Z,11.8754,156.2921,,0,0011197
3200643,133228,2015-12-15T00:26:00Z,11.8754,156.2921,28.4,0,0011117
3200643,133228,2015-12-15T06:35:00Z,11.8754,156.2921,28.48,0,0011117
