PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100927,116453,2015-11-01T00:00:00Z,34.7800,151.8120,0,0.7,-1.6,-0.12,-0.09,0.5,313,15,0.08,-0.077,001117111171111
2100927,116453,2015-11-01T01:00:00Z,34.7794,151.8225,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T02:00:00Z,34.7794,151.8225,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T03:00:00Z,34.7670,151.8410,0,-7.1,-6.8,-0.1,-0.13,0.5,313,15,0.271,-0.242,001117111171111
2100927,116453,2015-11-01T04:00:00Z,34.7625,151.8459,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T05:00:00Z,34.7625,151.8459,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T06:00:00Z,34.7330,151.8760,0,-3.2,-9.3,-0.07,-0.14,0.5,313,15,0.266,-0.412,001117111171111
2100927,116453,2015-11-01T07:00:00Z,34.7625,151.8459,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T08:00:00Z,34.7042,151.8979,0,,,,,,,,,,001447999999999
2100927,116453,2015-11-01T09:00:00Z,34.6870,151.9040,0,-2.4,-7.4,-0.04,-0.12,0.5,313,15,0.135,-0.499,001117111171111
2100927,116453,2015-11-01T10:00:00Z,34.6768,151.9055,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T11:00:00Z,34.6768,151.9055,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T12:00:00Z,34.6360,151.9080,0,-1.1,-6.9,-0.03,-0.1,0.5,313,15,0.004,-0.509,001117111171111
2100927,116453,2015-11-01T14:00:00Z,34.6768,151.9055,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T15:00:00Z,34.5880,151.9050,0,0,-6.5,0,-0.07,0.5,313,15,-0.038,-0.36,001117111171111
2100927,116453,2015-11-01T16:00:00Z,34.6768,151.9055,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T17:00:00Z,34.5771,151.9032,0,,,,,,,,,,001447999999999
2100927,116453,2015-11-01T18:00:00Z,34.5660,151.8990,0,0.8,-5,0,-0.05,0.5,313,15,-0.025,-0.154,001117111171111
2100927,116453,2015-11-01T19:00:00Z,34.5771,151.9032,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T20:00:00Z,34.5771,151.9032,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T21:00:00Z,34.5580,151.8990,0,-1.5,-4.5,-0.01,-0.03,0.5,313,15,0.081,-0.077,001117111171111
2100927,116453,2015-11-01T22:00:00Z,34.5527,151.9074,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-01T23:00:00Z,34.5527,151.9074,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T00:00:00Z,34.5510,151.9180,0,-3.3,-1.2,-0.02,-0.01,0.5,313,15,0.178,-0.103,001117111171111
2100927,116453,2015-11-02T01:00:00Z,34.5505,151.9201,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T02:00:00Z,34.5371,151.9435,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T03:00:00Z,34.5380,151.9410,0,-4.6,2.2,-0.03,0.02,0.5,313,15,0.22,-0.139,001117111171111
2100927,116453,2015-11-02T04:00:00Z,34.5371,151.9435,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T05:00:00Z,34.5371,151.9435,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T06:00:00Z,34.5240,151.9700,0,-4.1,4.4,-0.05,0.06,0.5,313,15,0.114,-0.252,001117111171111
2100927,116453,2015-11-02T07:00:00Z,34.5097,151.9724,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T08:00:00Z,34.5102,151.9853,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T09:00:00Z,34.4890,151.9680,0,-4,7,-0.07,0.12,0.5,313,15,-0.161,-0.309,001117111171111
2100927,116453,2015-11-02T10:00:00Z,34.4800,151.9648,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T11:00:00Z,34.4770,151.9654,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T12:00:00Z,34.4640,151.9320,0,-4.1,8.3,-0.03,0.18,0.5,313,15,-0.216,-0.144,001117111171111
2100927,116453,2015-11-02T13:00:00Z,34.4657,151.9336,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T14:00:00Z,34.4618,151.9156,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T15:00:00Z,34.4610,151.9170,0,-0.7,10.4,-0.01,0.24,0.5,313,15,-0.093,0.026,001117111171111
2100927,116453,2015-11-02T16:00:00Z,34.4618,151.9178,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T17:00:00Z,34.4618,151.9178,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T18:00:00Z,34.4690,151.9100,0,3.2,10.9,0.04,0.23,0.5,313,15,-0.008,0.057,001117111171111
2100927,116453,2015-11-02T19:00:00Z,34.4697,151.9092,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T20:00:00Z,34.4687,151.9106,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T21:00:00Z,34.4720,151.9150,0,2.1,10.3,0.06,0.2,0.5,313,15,0.089,0.036,001117111171111
2100927,116453,2015-11-02T22:00:00Z,34.4758,151.9301,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-02T23:00:00Z,34.4758,151.9301,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T00:00:00Z,34.4760,151.9310,0,6.7,10.7,0.13,0.2,0.5,313,15,0.131,-0.041,001117111171111
2100927,116453,2015-11-03T01:00:00Z,34.4758,151.9301,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T02:00:00Z,34.4758,151.9301,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T03:00:00Z,34.4640,151.9460,0,12.8,2.1,0.16,0.05,0.5,313,15,0.051,-0.288,001117111171111
2100927,116453,2015-11-03T04:00:00Z,34.4633,151.9468,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T05:00:00Z,34.4633,151.9468,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T06:00:00Z,34.4200,151.9430,0,6.4,-3.5,0.08,-0.06,0.5,313,15,-0.017,-0.494,001117111171111
2100927,116453,2015-11-03T07:00:00Z,34.4044,151.9411,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T08:00:00Z,34.4044,151.9411,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T09:00:00Z,34.3680,151.9420,0,3.8,-1.5,0.03,-0.01,0.5,313,15,-0.178,-0.504,001117111171111
2100927,116453,2015-11-03T10:00:00Z,34.3807,151.9469,0,,,,,,,,,,001117999999999
2100927,116453,2015-11-03T11:00:00Z,34.3807,151.9469,0,,,,,,,,,,001117999999999
