PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200514,127090,2015-11-01T00:00:00Z,23.3651,134.2837,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T01:00:00Z,23.3711,134.3125,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T02:00:00Z,23.3714,134.3149,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T03:00:00Z,23.3714,134.3149,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T04:00:00Z,23.4007,134.3662,0,,,,,,,,,,001447999999999
5200514,127090,2015-11-01T05:00:00Z,23.4007,134.3662,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T06:00:00Z,23.4010,134.3672,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T07:00:00Z,23.4246,134.3973,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T08:00:00Z,23.4242,134.4031,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T09:00:00Z,23.4444,134.4330,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T10:00:00Z,23.4485,134.4503,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T11:00:00Z,23.4517,134.4776,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T12:00:00Z,23.4517,134.4776,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T13:00:00Z,23.4510,134.4878,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T14:00:00Z,23.4436,134.4869,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T15:00:00Z,23.4436,134.4869,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T16:00:00Z,23.4894,134.5469,0,,,,,,,,,,001447999999999
5200514,127090,2015-11-01T17:00:00Z,23.4894,134.5469,0,,,,,,,,,,001117999999999
5200514,127090,2015-11-01T18:00:00Z,23.4894,134.5469,0,,,,,,,,,,001117999999999
