"Series Data"
"C:\Users\user\Google ¶³ºÝµwºÐ\¬v¬yÆ[´ú¤ÀªR_1082\cr2252001_000000.LTA"
"Broadband 153.6 kHz"
"Pings/Ens ="	30
"Time/Ping = 00:05.00"
"First Ensemble Date = 17/07/21"
"First Ensemble Time = 15:55:15.07"
"Ensemble Interval (s) = "	300.01
"1st Bin Range (m) = "	7.99
"Bin Size (m) ="	4.00


Ens	YR	MO	DA	HH	MM	SS	HH		    "FLat"	    "FLon"	    "LLat"	    "LLon"
									     "deg"	     "deg"	     "deg"	     "deg"
								

1037	17	07	25	06	15	16	03		25.47577168	122.21509164	25.46930663	122.20306998
1038	17	07	25	06	20	16	01		25.46928501	122.20302832	25.46274670	122.19120665
1039	17	07	25	06	25	16	01		25.46272332	122.19116835	25.45564665	122.17949999
1040	17	07	25	06	30	16	01		25.45562334	122.17946000	25.44895336	122.16710835
1041	17	07	25	06	35	16	01		25.44893165	122.16706669	25.44204332	122.15420499
1042	17	07	25	06	40	16	01		25.44202169	122.15415998	25.43487671	122.14141496
1043	17	07	25	06	45	16	01		25.43484997	122.14137331	25.42772334	122.12871001
1044	17	07	25	06	50	16	00		25.42770004	122.12866835	25.42033335	122.11565335
1045	17	07	25	06	55	16	00		25.42030837	122.11560834	25.41252670	122.10237332
1046	17	07	25	07	00	16	00		25.41249837	122.10232998	25.40465835	122.08906998
1047	17	07	25	07	05	16	00		25.40463329	122.08902664	25.39707667	122.07569171
1048	17	07	25	07	10	16	00		25.39704834	122.07565164	25.38950664	122.06219835
1049	17	07	25	07	15	15	08		25.38948334	122.06214999	25.38198665	122.04822337
1050	17	07	25	07	20	15	08		25.38196167	122.04817836	25.37426834	122.03449667
1051	17	07	25	07	25	15	09		25.37424169	122.03444998	25.36639170	122.02052831
1052	17	07	25	07	30	15	09		25.36636664	122.02048003	25.35846996	122.00635501
1053	17	07	25	07	35	15	09		25.35844331	122.00630665	25.35055837	121.99178835
1054	17	07	25	07	40	15	09		25.35053330	121.99173496	25.34275004	121.97704333
1055	17	07	25	07	45	15	07		25.34272330	121.97699497	25.33443502	121.96249670
1056	17	07	25	07	50	15	07		25.33440669	121.96245002	25.32581666	121.94752998
1057	17	07	25	07	55	15	08		25.32578498	121.94748002	25.31680168	121.93242663
1058	17	07	25	08	00	15	08		25.31677335	121.93237164	25.30765166	121.91639833
1059	17	07	25	08	05	15	08		25.30761997	121.91634502	25.29831329	121.90097831
1060	17	07	25	08	10	15	08		25.29828337	121.90092668	25.29011663	121.88496997
1061	17	07	25	08	15	25	08		25.29009165	121.88491666	25.28275497	121.87080329
1062	17	07	25	08	20	25	06		25.28273997	121.87078997	25.28120164	121.86889163
1063	17	07	25	08	25	25	06		25.28119837	121.86888501	25.28046663	121.86710335
1064	17	07	25	08	30	15	07		25.28046504	121.86709497	25.27980664	121.86541666
1065	17	07	25	08	35	15	07		25.27980169	121.86543167	25.28335998	121.87125667
1066	17	07	25	08	40	15	07		25.28336836	121.87126664	25.28426833	121.86791665
1067	17	07	25	08	45	25	07		25.28426665	121.86789997	25.28293166	121.86602837
1068	17	07	25	08	50	25	05		25.28292999	121.86601832	25.28244166	121.86310334
1069	17	07	25	08	55	25	05		25.28244166	121.86309831	25.28048331	121.85735000
1070	17	07	25	09	00	25	05		25.28048834	121.85730834	25.26838831	121.84753999
1071	17	07	25	09	05	25	05		25.26834003	121.84751166	25.25511665	121.83920670
1072	17	07	25	09	10	25	05		25.25507499	121.83917670	25.24287497	121.83046337
1073	17	07	25	09	15	25	05		25.24283499	121.83043169	25.23038501	121.82287331
1074	17	07	25	09	20	25	04		25.23034335	121.82285001	25.21692166	121.81654170
1075	17	07	25	09	25	25	04		25.21687665	121.81651999	25.20376668	121.81012670
1076	17	07	25	09	30	25	04		25.20372503	121.81010331	25.19077163	121.80500334
1077	17	07	25	09	35	25	04		25.19072830	121.80498666	25.18904999	121.80429163
