PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2201576,2019-10-27T00:00:00Z,26.5280,121.9280,,0,-8.4,-7.1,-0.14,-0.11,24.48,0.5,313,15,-0.231,0.23,0111971111171111
2201576,2019-10-27T01:00:00Z,26.5320,121.9280,,0,-8.4,-7.1,-0.14,-0.11,24.48,0.5,313,15,-0.15,0.176,0111971111171111
2201576,2019-10-27T02:00:00Z,26.5370,121.9280,,0,-7.8,-6.4,-0.16,-0.13,24.47,0.5,313,15,-0.069,0.121,0111971111171111
2201576,2019-10-27T03:00:00Z,26.5410,121.9270,,0,-7.8,-6.3,-0.16,-0.13,24.47,0.5,313,15,0.012,0.066,0111971111171111
2201576,2019-10-27T04:00:00Z,26.5460,121.9270,,0,-7.8,-6.3,-0.16,-0.13,24.47,0.5,313,15,0.094,0.012,0111971111171111
2201576,2019-10-27T05:00:00Z,26.5490,121.9270,,0,-8.4,-5.4,-0.15,-0.12,24.47,0.5,313,15,0.175,-0.043,0111971111171111
2201576,2019-10-27T05:04:00Z,26.5512,121.9264,24.47,0,,,,,,,,,,,0111179999999999
2201576,2019-10-27T06:00:00Z,26.5490,121.9320,,0,-8.4,-5.4,-0.15,-0.12,24.48,0.5,313,15,0.178,-0.045,0111971111171111
2201576,2019-10-27T06:00:00Z,26.5477,121.9348,24.47,0,,,,,,,,,,,0111179999999999
2201576,2019-10-27T07:00:00Z,26.5480,121.9390,,0,-8.4,-5.4,-0.15,-0.12,24.5,0.5,313,15,0.175,-0.044,0111971111171111
2201576,2019-10-27T07:04:00Z,26.5476,121.9388,24.5,0,,,,,,,,,,,0111179999999999
2201576,2019-10-27T08:00:00Z,26.5460,121.9450,,0,-7.8,-6,-0.13,-0.11,24.49,0.5,313,15,0.175,-0.043,0111971111171111
2201576,2019-10-27T09:00:00Z,26.5450,121.9520,,0,-7.8,-6,-0.13,-0.11,24.48,0.5,313,15,0.174,-0.043,0111971111171111
2201576,2019-10-27T10:00:00Z,26.5440,121.9580,,0,-7.8,-6,-0.13,-0.11,24.47,0.5,313,15,0.174,-0.043,0111971111171111
2201576,2019-10-27T11:00:00Z,26.5420,121.9630,,0,-8,-5.3,-0.13,-0.1,24.46,0.5,313,15,0.174,-0.043,0111971111171111
2201576,2019-10-27T12:00:00Z,26.5410,121.9710,,0,-8,-5.3,-0.13,-0.1,24.45,0.5,313,15,0.174,-0.043,0111971111171111
2201576,2019-10-27T13:00:00Z,26.5390,121.9760,,0,-8,-5.3,-0.13,-0.1,24.44,0.5,313,15,0.173,-0.042,0111971111171111
2201576,2019-10-27T14:00:00Z,26.5380,121.9830,,0,-8.2,-2.5,-0.14,-0.08,24.46,0.5,313,15,0.173,-0.042,0111971111171111
2201576,2019-10-27T14:01:00Z,26.5642,121.8855,24.43,0,,,,,,,,,,,0111179999999999
2201576,2019-10-27T15:00:00Z,26.5370,121.9880,,0,-8.2,-2.5,-0.13,-0.08,24.48,0.5,313,15,0.171,-0.041,0111971111171111
2201576,2019-10-27T15:00:00Z,26.5523,121.9055,24.49,0,,,,,,,,,,,0111179999999999
2201576,2019-10-27T16:00:00Z,26.5410,121.9860,,0,-8.2,-2.6,-0.13,-0.08,24.47,0.5,313,15,0.167,-0.051,0111971111171111
2201576,2019-10-27T17:00:00Z,26.5450,121.9830,,0,-7.6,-2.1,-0.13,-0.06,24.46,0.5,313,15,0.162,-0.06,0111971111171111
2201576,2019-10-27T18:00:00Z,26.5490,121.9800,,0,-7.6,-2,-0.13,-0.06,24.45,0.5,313,15,0.157,-0.069,0111971111171111
2201576,2019-10-27T19:00:00Z,26.5540,121.9770,,0,-7.5,-2,-0.13,-0.06,24.43,0.5,313,15,0.153,-0.079,0111971111171111
2201576,2019-10-27T20:00:00Z,26.5580,121.9740,,0,-6.1,-3.4,-0.11,-0.04,24.42,0.5,313,15,0.148,-0.088,0111971111171111
2201576,2019-10-27T21:00:00Z,26.5620,121.9720,,0,-6.2,-3.4,-0.11,-0.04,24.41,0.5,313,15,0.143,-0.098,0111971111171111
2201576,2019-10-27T22:00:00Z,26.5660,121.9690,,0,-6.2,-3.4,-0.11,-0.04,24.4,0.5,313,15,0.138,-0.107,0111971111171111
2201576,2019-10-27T23:00:00Z,26.5700,121.9660,,0,-6,-6.3,-0.1,-0.07,24.39,0.5,313,15,0.134,-0.116,0111971111171111
2201576,2019-10-28T00:00:00Z,26.5730,121.9620,,0,-6,-6.3,-0.1,-0.07,24.37,0.5,313,15,0.129,-0.126,0111971111171111
2201576,2019-10-28T01:00:00Z,26.5770,121.9590,,0,-5.9,-6.3,-0.1,-0.07,24.36,0.5,313,15,0.124,-0.135,0111971111171111
2201576,2019-10-28T02:00:00Z,26.5820,121.9580,,0,-5.9,-7.7,-0.1,-0.11,24.35,0.5,313,15,0.12,-0.145,0111971111171111
2201576,2019-10-28T03:00:00Z,26.5870,121.9550,,0,-5.9,-7.7,-0.1,-0.11,24.34,0.5,313,15,0.115,-0.154,0111971111171111
2201576,2019-10-28T04:00:00Z,26.5910,121.9520,,0,-5.8,-7.6,-0.1,-0.11,24.32,0.5,313,15,0.11,-0.163,0111971111171111
2201576,2019-10-28T05:00:00Z,26.5940,121.9480,,0,-4.1,-10.1,-0.09,-0.14,24.31,0.5,313,15,0.105,-0.173,0111971111171111
2201576,2019-10-28T06:00:00Z,26.5990,121.9450,,0,-4.1,-10.1,-0.09,-0.14,24.3,0.5,313,15,0.101,-0.182,0111971111171111
2201576,2019-10-28T07:00:00Z,26.6030,121.9430,,0,-4.1,-10.1,-0.09,-0.14,24.29,0.5,313,15,0.096,-0.192,0111971111171111
2201576,2019-10-28T08:00:00Z,26.6070,121.9410,,0,-3.1,-8.9,-0.08,-0.17,24.28,0.5,313,15,0.091,-0.201,0111971111171111
2201576,2019-10-28T09:00:00Z,26.6110,121.9380,,0,-3.1,-8.9,-0.07,-0.17,24.26,0.5,313,15,0.087,-0.21,0111971111171111
2201576,2019-10-28T10:00:00Z,26.6150,121.9340,,0,-3.1,-8.9,-0.07,-0.17,24.25,0.5,313,15,0.082,-0.22,0111971111171111
